language,part_of_speech,word,translation,word_type,gender,article,display_word,example_sentence,example_translation,exam_board_code,theme_name,unit_name,tier,is_required,curriculum_level
es,n (f),la calefacción,heating,,,la,la calefacción,La calefacción no funciona en la habitación.,The heating doesn't work in the room.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (f),la distancia,distance,,,la,la distancia,La distancia entre las ciudades era larga.,The distance between the cities was long.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (f),la exposición,"exhibition, display",,,la,la exposición,La exposición de arte es muy interesante.,The art exhibition is very interesting.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (f),la frontera,"border, frontier",,,la,la frontera,Pasamos la frontera sin problemas.,We crossed the border without problems.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (f),la llave,key,,,la,la llave,Perdí la llave del hotel.,I lost the hotel key.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (f),la llegada,arrival,,,la,la llegada,La llegada del tren fue puntual.,The train's arrival was on time.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (f),la nación,nation,,,la,la nación,España es una nación europea.,Spain is a European nation.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (f),la nacionalidad,nationality,,,la,la nacionalidad,¿Cuál es tu nacionalidad?,What is your nationality?,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (f),la natación,swimming,,,la,la natación,Me gusta practicar la natación en verano.,I like to practice swimming in summer.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (f),la pobreza,poverty,,,la,la pobreza,La pobreza afecta a muchas familias.,Poverty affects many families.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (f),la torre,tower,,,la,la torre,Visitamos la torre en la ciudad.,We visited the tower in the city.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (f),la traducción,translation,,,la,la traducción,Necesito la traducción del documento.,I need the translation of the document.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (f),la velocidad,"speed, velocity",,,la,la velocidad,La velocidad del coche era alta.,The car's speed was high.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (f),la visita,"visit, visitor",,,la,la visita,La visita al museo fue interesante.,The visit to the museum was interesting.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (m),el ascensor,"lift, elevator",,,el,el ascensor,El ascensor está en el edificio antiguo.,The elevator is in the old building.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (m),el camino,"way, route, path",,,el,el camino,Elegimos el camino más corto.,We chose the shortest route.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (m),el ciudadano,"citizen, member of the public",,,el,el ciudadano,El ciudadano votó en las elecciones.,The citizen voted in the elections.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (m),el costo,"price, cost",,,el,el costo,El costo del viaje fue alto.,The cost of the trip was high.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (m),el destino,"destination, destiny",,,el,el destino,Nuestro destino final fue París.,Our final destination was Paris.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (m),el documento,document,,,el,el documento,Firmé el documento ayer.,I signed the document yesterday.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (m),el gobierno,government,,,el,el gobierno,El gobierno anunció nuevas leyes.,The government announced new laws.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (m),el lago,lake,,,el,el lago,Nos bañamos en el lago.,We swam in the lake.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (m),el lujo,luxury,,,el,el lujo,El hotel ofrece mucho lujo.,The hotel offers a lot of luxury.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (m),el monte,"hill, hills, countryside",,,el,el monte,Subimos al monte ayer.,We climbed the hill yesterday.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (m),el retraso,delay,,,el,el retraso,El retraso del vuelo fue largo.,The flight delay was long.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (m),el rincón,corner,,,el,el rincón,Mi rincón favorito es la esquina.,My favorite corner is the corner.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (m),el turismo,tourism,,,el,el turismo,El turismo crece cada año.,Tourism grows each year.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (mpl),gastos,"expenses, costs, spending",,,,gastos,Los gastos del viaje fueron altos.,The travel expenses were high.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,v,alquilar,"(to) hire, rent | hiring, renting",,,,alquilar,Quiero alquilar un coche hoy.,I want to rent a car today.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,v,atraer,(to) attract I attracting,,,,atraer,La playa atrae muchas turistas.,The beach attracts many tourists.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,v,caminar,(to) walk | walking,,,,caminar,Me gusta caminar por la ciudad.,I like to walk around the city.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,v,cobrar,"(to) charge (money), earn | charging (money), earning",,,,cobrar,El hotel cobra por noche.,The hotel charges per night.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,v,contribuir,(to) contribute | contributing,,,,contribuir,Todos contribuyen al proyecto.,Everyone contributes to the project.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,v,cruzar,(to) cross | crossing,,,,cruzar,Vamos a cruzar la calle ahora.,We are going to cross the street now.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,v,divertir; divertirse,"(to) amuse, entertain I amusing, entertaining; (to) enjoy oneself, have a good time I enjoying oneself, having a good time",,,,divertir; divertirse,Nos divertimos en la fiesta.,We had fun at the party.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,v,firmar,(to) sign | signing,,,,firmar,Voy a firmar el contrato hoy.,I will sign the contract today.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,v,merecer,"(to) deserve, be worthy of I deserving, being worthy of",,,,merecer,Mereces un premio por tu esfuerzo.,You deserve a prize for your effort.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,v,quejarse,(to) complain I complaining,,,,quejarse,"No te quejes tanto, por favor.","Don't complain so much, please.",AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,v,quemar; quemarse,(to) burn I burning; (to) get sunburnt | getting sunburnt,,,,quemar; quemarse,Me quemé en el sol.,I got sunburned.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,n (m/f),representante,representative,,,,representante,El representante vino a la reunión.,The representative came to the meeting.,AQA,Communication and the world around us,Travel and tourism,higher,,KS4
es,adj,"ambos, ambas",both,,,,"ambos, ambas",Ambos amigos son viajeros.,Both friends are travelers.,AQA,General,General,higher,,KS4
es,adj,anterior,"previous, preceding",,,,anterior,Mi viaje anterior fue a Italia.,My previous trip was to Italy.,AQA,General,General,higher,,KS4
es,adj,asqueroso,"disgusting, revolting",,,,asqueroso,La comida estaba asquerosa.,The food was disgusting.,AQA,General,General,higher,,KS4
es,adj,capaz,"capable, able",,,,capaz,Soy capaz de aprender rápido.,I am capable of learning quickly.,AQA,General,General,higher,,KS4
es,adj,claro,"clear, light",,,,claro,Tu explicación fue muy clara.,Your explanation was very clear.,AQA,General,General,higher,,KS4
es,adj,complicado,"difficult, complicated",,,,complicado,Este problema es muy complicado.,This problem is very complicated.,AQA,General,General,higher,,KS4
es,adj,consciente,"conscious, aware",,,,consciente,Ella está consciente del peligro.,She is aware of the danger.,AQA,General,General,higher,,KS4
es,adj,decepcionante,disappointing,,,,decepcionante,El partido fue muy decepcionante.,The match was very disappointing.,AQA,General,General,higher,,KS4
es,adj,diario,daily,,,,diario,Leo el periódico diario.,I read the daily newspaper.,AQA,General,General,higher,,KS4
es,adj,dispuesto,"ready, willing, prepared",,,,dispuesto,Estoy dispuesto a ayudarte.,I am willing to help you.,AQA,General,General,higher,,KS4
es,adj,distinto,"distinct, different",,,,distinto,Este color es distinto.,This color is different.,AQA,General,General,higher,,KS4
es,adj,económico,"cheap, inexpensive, economic",,,,económico,Este restaurante es muy económico.,This restaurant is very cheap.,AQA,General,General,higher,,KS4
es,adj,efectivo,effective,,,,efectivo,Esta solución es efectiva.,This solution is effective.,AQA,General,General,higher,,KS4
