language,frequency_rank,translation,word,part_of_speech,gender,curriculum_level,exam_board_code,Theme,unit_name,tier,,
es,,"red-haired, ginger",pelirrojo,adj,,KS4,edexcel,,Physical wellbeing,both,,
es,85.0,life,la vida,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,119.0,"way, form, shape; fit, in shape",la forma (f); en forma,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,126.0,"media, means",los medios,n,(mpl),KS4,edexcel,,Mental wellbeing,both,,
es,154.0,"adults, the elderly",los los mayores,n,(mpl),KS4,edexcel,,Mental wellbeing,both,,
es,169.0,eyes,los ojos,n,(mpl),KS4,edexcel,,Mental wellbeing,both,,
es,210.0,friend,"amigo (m), amiga",n,(mf),KS4,edexcel,,Mental wellbeing,both,,
es,232.0,body,el cuerpo,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,252.0,voice,la voz,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,263.0,"equal, same as",igual,adj,,KS4,edexcel,,Mental wellbeing,both,,
es,265.0,head,la cabeza,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,272.0,"relationship, relation",la relación,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,281.0,(to) listen | listening,escuchar,v,,KS4,edexcel,,Mental wellbeing,both,,
es,283.0,love,el amor,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,322.0,animal,el animal,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,327.0,"(to) play (instrument), touch | playing, touching",tocar,v,,KS4,edexcel,,Mental wellbeing,both,,
es,328.0,(to) help | helping,ayudar,v,,KS4,edexcel,,Mental wellbeing,both,,
es,337.0,face,la cara,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,340.0,music,la música,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,343.0,(to) run | running,correr,v,,KS4,edexcel,,Mental wellbeing,both,,
es,344.0,activity,la actividad,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,347.0,(to) eat | eating,comer,v,,KS4,edexcel,,Mental wellbeing,both,,
es,356.0,(to) play | playing,jugar ,v,,KS4,edexcel,,Mental wellbeing,both,,
es,356.0,(I) play | (I) am playing,juego ,v,,KS4,edexcel,,Mental wellbeing,both,,
es,356.0,(you) play | (you) are playing,juegas ,v,,KS4,edexcel,,Mental wellbeing,both,,
es,356.0,"(she, he, it, one) plays | (she, he, it, one) is playing | (you (sing formal)) play | Play! (you (sing informal))","juega , ¡juega !",v,,KS4,edexcel,,Mental wellbeing,both,,
es,356.0,(they) play | (they) are playing,juegan ,v,,KS4,edexcel,,Mental wellbeing,both,,
es,365.0,"foot; on foot, walking; standing",el pie (m); a pie; de pie,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,383.0,"sun, sunny",el sol,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,403.0,"(to) sleep, fall asleep | sleeping, falling asleep",dormir; dormirse,v,,KS4,edexcel,,Mental wellbeing,both,,
es,409.0,game,el juego,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,467.0,(to) move | moving,mover(se),v,,KS4,edexcel,,Mental wellbeing,both,,
es,490.0,education,la educación,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,491.0,fear,el miedo,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,514.0,(to) walk | walking,caminar,v,,KS4,edexcel,,Mental wellbeing,both,,
es,519.0,"trip, journey, travel",el viaje,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,538.0,"security, safety",la seguridad,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,579.0,(to) share | sharing,compartir,v,,KS4,edexcel,,Mental wellbeing,both,,
es,613.0,health,la salud,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,619.0,communication,la comunicación,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,630.0,(to) cry | crying,llorar,v,,KS4,edexcel,,Mental wellbeing,both,,
es,644.0,doctor,"doctor (m), doctora",n,(mf),KS4,edexcel,,Mental wellbeing,both,,
es,683.0,(to) laugh | laughing,reír(se),v,,KS4,edexcel,,Mental wellbeing,both,,
es,700.0,(to) love | loving,amar,v,,KS4,edexcel,,Mental wellbeing,both,,
es,701.0,"(to) wear, dress | wearing, dressing; (to) get dressed | getting dressed",vestir; vestirse,v,,KS4,edexcel,,Mental wellbeing,both,,
es,705.0,model,modelo (mf),n,(mf),KS4,edexcel,,Mental wellbeing,both,,
es,708.0,success,el éxito,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,782.0,clothes,la ropa,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,786.0,"(to) gather, meet | gathering, meeting",reunirse,v,,KS4,edexcel,,Mental wellbeing,both,,
es,796.0,"party, bank holiday, festival",la fiesta,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,821.0,religious,religioso,adj,,KS4,edexcel,,Mental wellbeing,both,,
es,873.0,hair,el pelo,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,886.0,(to) celebrate | celebrating,celebrar,v,,KS4,edexcel,,Mental wellbeing,both,,
es,888.0,dog,el perro,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,890.0,"pleasure, taste",el gusto,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,894.0,(to) wake up | waking up,despertar(se),v,,KS4,edexcel,,Mental wellbeing,both,,
es,908.0,happy,feliz,adj,,KS4,edexcel,,Mental wellbeing,both,,
es,920.0,magazine,la revista,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,929.0,blog,el blog,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,939.0,(to) enjoy | enjoying,disfrutar ,v,,KS4,edexcel,,Mental wellbeing,both,,
es,978.0,(to) smile | smiling,sonreír,v,,KS4,edexcel,,Mental wellbeing,both,,
es,990.0,influence,la influencia,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,1050.0,hospital,el hospital,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,1063.0,(to) fight | fighting,luchar,v,,KS4,edexcel,,Mental wellbeing,both,,
es,1073.0,"calm, tranquil, relaxed",tranquilo,adj,,KS4,edexcel,,Mental wellbeing,both,,
es,1092.0,"ill, sick",enfermo,adj,,KS4,edexcel,,Mental wellbeing,both,,
es,1098.0,respect,el respeto,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,1107.0,(to) protect | protecting,proteger,v,,KS4,edexcel,,Mental wellbeing,both,,
es,1146.0,shoulder,el hombro,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,1196.0,"pleasure, amusement",el placer,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,1202.0,(to) love | loving,encantar,v,,KS4,edexcel,,Mental wellbeing,both,,
es,1323.0,(to) dance | dancing,bailar,v,,KS4,edexcel,,Mental wellbeing,both,,
es,1329.0,(to) paint | painting,pintar,v,,KS4,edexcel,,Mental wellbeing,both,,
es,1338.0,religion,la religión,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,1406.0,fashion; fashionable,"la moda (f); a la moda, de moda",n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,1474.0,"medicine, medication",la medicina,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,1489.0,sport,el deporte,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,1592.0,"post, publication",la publicación,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,1600.0,drug,la droga,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,1629.0,(to) hurt | hurting,doler,v,,KS4,edexcel,,Mental wellbeing,both,,
es,1659.0,"ear, hearing",el oído,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,1676.0,"(to) wash | washing; (to) wash (oneself), have a wash | washing oneself, having a wash",lavar; lavarse,v,,KS4,edexcel,,Mental wellbeing,both,,
es,1677.0,old person,"anciano (m), anciana",n,(mf),KS4,edexcel,,Mental wellbeing,both,,
es,1690.0,independence,la independencia,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,1710.0,clean,limpio,adj,,KS4,edexcel,,Mental wellbeing,both,,
es,1713.0,(to) clean | cleaning,limpiar,v,,KS4,edexcel,,Mental wellbeing,both,,
es,1728.0,cat,el gato,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,1741.0,"(to) go for a walk, ride | going for a walk, riding",pasear,v,,KS4,edexcel,,Mental wellbeing,both,,
es,1749.0,(to) rest | resting,descansar,v,,KS4,edexcel,,Mental wellbeing,both,,
es,1806.0,identity,la identidad,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,1818.0,"tired, tiring",cansado,adj,,KS4,edexcel,,Mental wellbeing,both,,
es,1833.0,mental,mental,adj,,KS4,edexcel,,Mental wellbeing,both,,
es,1854.0,dirty,sucio,adj,,KS4,edexcel,,Mental wellbeing,both,,
es,1949.0,"happy, content",contento,adj,,KS4,edexcel,,Mental wellbeing,both,,
es,1961.0,"healthy, wholesome",sano,adj,,KS4,edexcel,,Mental wellbeing,both,,
es,1986.0,"present, gift",el regalo,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,2040.0,dance,el baile,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,2081.0,"lively, cheerful, happy",alegre,adj,,KS4,edexcel,,Mental wellbeing,both,,
es,2114.0,(to) enjoy oneself | enjoying oneself,divertirse,v,,KS4,edexcel,,Mental wellbeing,both,,
es,2302.0,"terror, horror",el terror,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,2343.0,diet,la dieta,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,2432.0,"break, interval, rest",el descanso,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,2641.0,holidays,el vacaciones,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,3155.0,strict,estricto,adj,,KS4,edexcel,,Mental wellbeing,both,,
es,3372.0,birthday,el cumpleaños,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,3934.0,"pharmacy, chemist's",la farmacia,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,4856.0,tennis,el tenis,n,(m),KS4,edexcel,,Mental wellbeing,both,,
es,,outdoors,al aire libre,adv,,KS4,edexcel,,Mental wellbeing,both,,
es,,(to) chat (online) | chatting (online),chatear,v,,KS4,edexcel,,Mental wellbeing,both,,
es,,"afternoon nap, siesta",la siesta,n,(f),KS4,edexcel,,Mental wellbeing,both,,
es,85.0,life,la vida,n,(f),KS4,edexcel,,Food and drink,both,,
es,119.0,"way, form, shape; fit, in shape",la forma (f); en forma,n,(f),KS4,edexcel,,Food and drink,both,,
es,196.0,"bill, account",la cuenta,n,(f),KS4,edexcel,,Food and drink,both,,
es,204.0,water,la agua,n,(f),KS4,edexcel,,Food and drink,both,,
es,217.0,"(to) ask for, order, request | asking for, ordering, requesting",pedir,v,,KS4,edexcel,,Food and drink,both,,
es,313.0,(to) serve | serving,servir,v,,KS4,edexcel,,Food and drink,both,,
es,319.0,"change,  exchange (money)",el cambio,n,(m),KS4,edexcel,,Food and drink,both,,
es,347.0,(to) eat | eating,comer,v,,KS4,edexcel,,Food and drink,both,,
es,361.0,(to) buy | buying,comprar,v,,KS4,edexcel,,Food and drink,both,,
es,364.0,money,el dinero,n,(m),KS4,edexcel,,Food and drink,both,,
es,377.0,(to) pay | paying,pagar,v,,KS4,edexcel,,Food and drink,both,,
es,398.0,"tasty, rich",rico,adj,,KS4,edexcel,,Food and drink,both,,
es,465.0,mouth,la boca,n,(f),KS4,edexcel,,Food and drink,both,,
es,525.0,table,la mesa,n,(f),KS4,edexcel,,Food and drink,both,,
es,528.0,(to) sell | selling,vender,v,,KS4,edexcel,,Food and drink,both,,
es,557.0,price,el precio,n,(m),KS4,edexcel,,Food and drink,both,,
es,579.0,(to) share | sharing,compartir,v,,KS4,edexcel,,Food and drink,both,,
es,613.0,health,la salud,n,(f),KS4,edexcel,,Food and drink,both,,
es,627.0,"menu, letter, (playing) card",la carta,n,(f),KS4,edexcel,,Food and drink,both,,
es,677.0,dollar,el dólar,n,(m),KS4,edexcel,,Food and drink,both,,
es,755.0,(to) cut (oneself) | cutting (oneself),cortar(se),v,,KS4,edexcel,,Food and drink,both,,
es,775.0,(to) cost | costing,costar,v,,KS4,edexcel,,Food and drink,both,,
es,796.0,"party, bank holiday, festival",la fiesta,n,(f),KS4,edexcel,,Food and drink,both,,
es,860.0,meat,la carne,n,(f),KS4,edexcel,,Food and drink,both,,
es,886.0,(to) celebrate | celebrating,celebrar,v,,KS4,edexcel,,Food and drink,both,,
es,890.0,"pleasure, taste",el gusto,n,(m),KS4,edexcel,,Food and drink,both,,
es,906.0,"food, meal",la comida,n,(f),KS4,edexcel,,Food and drink,both,,
es,908.0,happy,feliz,adj,,KS4,edexcel,,Food and drink,both,,
es,939.0,(to) enjoy | enjoying,disfrutar ,v,,KS4,edexcel,,Food and drink,both,,
es,961.0,"coffee, café",el café,n,(m),KS4,edexcel,,Food and drink,both,,
es,1020.0,cold,el frío,n,(m),KS4,edexcel,,Food and drink,both,,
es,1020.0,cold,frío,adj,,KS4,edexcel,,Food and drink,both,,
es,1062.0,customer,cliente (mf),n,(mf),KS4,edexcel,,Food and drink,both,,
es,1074.0,"checkout, till, box",la caja,n,(f),KS4,edexcel,,Food and drink,both,,
es,1085.0,(to) drink | drinking,beber,v,,KS4,edexcel,,Food and drink,both,,
es,1214.0,"kitchen, cuisine, cooking",la cocina,n,(f),KS4,edexcel,,Food and drink,both,,
es,1262.0,"hunger, famine",la hambre,n,(f),KS4,edexcel,,Food and drink,both,,
es,1276.0,"brand, mark",la marca,n,(f),KS4,edexcel,,Food and drink,both,,
es,1342.0,bread,el pan,n,(m),KS4,edexcel,,Food and drink,both,,
es,1397.0,milk,la leche,n,(f),KS4,edexcel,,Food and drink,both,,
es,1581.0,(shopping) bag,la bolsa,n,(f),KS4,edexcel,,Food and drink,both,,
es,1676.0,"(to) wash | washing; (to) wash (oneself), have a wash | washing oneself, having a wash",lavar; lavarse,v,,KS4,edexcel,,Food and drink,both,,
es,1710.0,clean,limpio,adj,,KS4,edexcel,,Food and drink,both,,
es,1713.0,(to) clean | cleaning,limpiar,v,,KS4,edexcel,,Food and drink,both,,
es,1735.0,offer,la oferta,n,(f),KS4,edexcel,,Food and drink,both,,
es,1810.0,hot,caliente,adj,,KS4,edexcel,,Food and drink,both,,
es,1854.0,dirty,sucio,adj,,KS4,edexcel,,Food and drink,both,,
es,1878.0,bottle,la botella,n,(f),KS4,edexcel,,Food and drink,both,,
es,1925.0,fruit,la fruta,n,(f),KS4,edexcel,,Food and drink,both,,
es,1949.0,"happy, content",contento,adj,,KS4,edexcel,,Food and drink,both,,
es,1958.0,"card, credit card",la tarjeta,n,(f),KS4,edexcel,,Food and drink,both,,
es,1961.0,"healthy, wholesome",sano,adj,,KS4,edexcel,,Food and drink,both,,
es,1962.0,plastic,el plástico,n,(m),KS4,edexcel,,Food and drink,both,,
es,1994.0,egg,el huevo,n,(m),KS4,edexcel,,Food and drink,both,,
es,2007.0,sugar,el azúcar,n,(m),KS4,edexcel,,Food and drink,both,,
es,2164.0,cheap,barato,adj,,KS4,edexcel,,Food and drink,both,,
es,2179.0,expensive,caro,adj,,KS4,edexcel,,Food and drink,both,,
es,2214.0,thirst,la sed,n,(f),KS4,edexcel,,Food and drink,both,,
es,2343.0,diet,la dieta,n,(f),KS4,edexcel,,Food and drink,both,,
es,2435.0,Euro,el euro,n,(m),KS4,edexcel,,Food and drink,both,,
es,2542.0,dinner,la cena,n,(f),KS4,edexcel,,Food and drink,both,,
es,2552.0,tea,el té,n,(m),KS4,edexcel,,Food and drink,both,,
es,2636.0,restaurant,el restaurante,n,(m),KS4,edexcel,,Food and drink,both,,
es,2787.0,"drink, beverage",la bebida,n,(f),KS4,edexcel,,Food and drink,both,,
es,2882.0,rice,el arroz,n,(m),KS4,edexcel,,Food and drink,both,,
es,2887.0,lunch,el almuerzo,n,(m),KS4,edexcel,,Food and drink,both,,
es,3074.0,(to) cook | cooking,cocinar,v,,KS4,edexcel,,Food and drink,both,,
es,3187.0,cheese,el queso,n,(m),KS4,edexcel,,Food and drink,both,,
es,3372.0,birthday,el cumpleaños,n,(m),KS4,edexcel,,Food and drink,both,,
es,3408.0,chocolate,el chocolate,n,(m),KS4,edexcel,,Food and drink,both,,
es,3422.0,breakfast,el desayuno,n,(m),KS4,edexcel,,Food and drink,both,,
es,3449.0,fish,el pescado,n,(m),KS4,edexcel,,Food and drink,both,,
es,3867.0,pasta,la pasta,n,(f),KS4,edexcel,,Food and drink,both,,
es,4335.0,vegetable,la verdura,n,(f),KS4,edexcel,,Food and drink,both,,
es,4499.0,dessert,el postre,n,(m),KS4,edexcel,,Food and drink,both,,
es,,cake,el pastel,n,(m),KS4,edexcel,,Food and drink,both,,
es,,chips,las patatas fritas,n,(fpl),KS4,edexcel,,Food and drink,both,,
es,,churros,los churros,n,(mpl),KS4,edexcel,,Food and drink,both,,
es,,"burger, hamburger",la hamburguesa,n,(f),KS4,edexcel,,Food and drink,both,,
es,,ice cream,el helado,n,(m),KS4,edexcel,,Food and drink,both,,
es,,"omelette, (Latin America) corn pancake",la tortilla,n,(f),KS4,edexcel,,Food and drink,both,,
es,,paella,la paella,n,(f),KS4,edexcel,,Food and drink,both,,
es,,sandwich,el bocadillo,n,(m),KS4,edexcel,,Food and drink,both,,
es,,afternoon snack,la merienda,n,(f),KS4,edexcel,,Food and drink,both,,
es,,supermarket,el supermercado,n,(m),KS4,edexcel,,Food and drink,both,,
es,,tapas,el tapas,n,(m),KS4,edexcel,,Food and drink,both,,
es,,vegan,vegano,adj,,KS4,edexcel,,Food and drink,both,,
es,,vegetarian,vegetariano,adj,,KS4,edexcel,,Food and drink,both,,
es,,enjoy your meal!,¡buen provecho!,mwp,,KS4,edexcel,,Food and drink,both,,
es,85.0,life,la vida,n,(f),KS4,edexcel,,Sports,both,,
es,119.0,"way, form, shape; fit, in shape",la forma (f); en forma,n,(f),KS4,edexcel,,Sports,both,,
es,200.0,"group, band",el grupo,n,(m),KS4,edexcel,,Sports,both,,
es,204.0,water,la agua,n,(f),KS4,edexcel,,Sports,both,,
es,232.0,body,el cuerpo,n,(m),KS4,edexcel,,Sports,both,,
es,263.0,"equal, same as",igual,adj,,KS4,edexcel,,Sports,both,,
es,295.0,"(to) win, earn | winning, earning",ganar,v,,KS4,edexcel,,Sports,both,,
es,302.0,"match (sports), (political) party",el partido,n,(m),KS4,edexcel,,Sports,both,,
es,342.0,"countryside, field",el campo,n,(m),KS4,edexcel,,Sports,both,,
es,343.0,(to) run | running,correr,v,,KS4,edexcel,,Sports,both,,
es,344.0,activity,la actividad,n,(f),KS4,edexcel,,Sports,both,,
es,356.0,(to) play | playing,jugar ,v,,KS4,edexcel,,Sports,both,,
es,356.0,(I) play | (I) am playing,juego ,v,,KS4,edexcel,,Sports,both,,
es,356.0,(you) play | (you) are playing,juegas ,v,,KS4,edexcel,,Sports,both,,
es,356.0,"(she, he, it, one) plays | (she, he, it, one) is playing | (you (sing formal)) play | Play! (you (sing informal))","juega , ¡juega !",v,,KS4,edexcel,,Sports,both,,
es,356.0,(they) play | (they) are playing,juegan ,v,,KS4,edexcel,,Sports,both,,
es,365.0,"foot; on foot, walking; standing",el pie (m); a pie; de pie,n,(m),KS4,edexcel,,Sports,both,,
es,373.0,"team, equipment",el equipo,n,(m),KS4,edexcel,,Sports,both,,
es,409.0,game,el juego,n,(m),KS4,edexcel,,Sports,both,,
es,463.0,international,internacional,adj,,KS4,edexcel,,Sports,both,,
es,467.0,(to) move | moving,mover(se),v,,KS4,edexcel,,Sports,both,,
es,470.0,arm,el brazo,n,(m),KS4,edexcel,,Sports,both,,
es,475.0,heart,el corazón,n,(m),KS4,edexcel,,Sports,both,,
es,480.0,sea,el mar,n,(m),KS4,edexcel,,Sports,both,,
es,490.0,education,la educación,n,(f),KS4,edexcel,,Sports,both,,
es,502.0,"result, outcome",el resultado,n,(m),KS4,edexcel,,Sports,both,,
es,514.0,(to) walk | walking,caminar,v,,KS4,edexcel,,Sports,both,,
es,538.0,"security, safety",la seguridad,n,(f),KS4,edexcel,,Sports,both,,
es,540.0,member,el miembro,n,(m),KS4,edexcel,,Sports,both,,
es,613.0,health,la salud,n,(f),KS4,edexcel,,Sports,both,,
es,702.0,physical,físico,adj,,KS4,edexcel,,Sports,both,,
es,708.0,success,el éxito,n,(m),KS4,edexcel,,Sports,both,,
es,716.0,finger,el dedo,n,(m),KS4,edexcel,,Sports,both,,
es,776.0,leg,la pierna,n,(f),KS4,edexcel,,Sports,both,,
es,877.0,risk,el riesgo,n,(m),KS4,edexcel,,Sports,both,,
es,907.0,horse,el caballo,n,(m),KS4,edexcel,,Sports,both,,
es,908.0,happy,feliz,adj,,KS4,edexcel,,Sports,both,,
es,933.0,radio,la radio,n,(f),KS4,edexcel,,Sports,both,,
es,939.0,(to) enjoy | enjoying,disfrutar ,v,,KS4,edexcel,,Sports,both,,
es,944.0,distance,la distancia,n,(f),KS4,edexcel,,Sports,both,,
es,997.0,"well-known, famous",famoso,adj,,KS4,edexcel,,Sports,both,,
es,1019.0,player,"jugador (m), jugadora",n,(mf),KS4,edexcel,,Sports,both,,
es,1063.0,(to) fight | fighting,luchar,v,,KS4,edexcel,,Sports,both,,
es,1100.0,violence,la violencia,n,(f),KS4,edexcel,,Sports,both,,
es,1154.0,"victim, casualty",víctima (mf),n,(mf),KS4,edexcel,,Sports,both,,
es,1162.0,exercise,el ejercicio,n,(m),KS4,edexcel,,Sports,both,,
es,1174.0,rule,la norma,n,(f),KS4,edexcel,,Sports,both,,
es,1202.0,(to) love | loving,encantar,v,,KS4,edexcel,,Sports,both,,
es,1238.0,"gender, genre",el género,n,(m),KS4,edexcel,,Sports,both,,
es,1278.0,active,activo,adj,,KS4,edexcel,,Sports,both,,
es,1323.0,(to) dance | dancing,bailar,v,,KS4,edexcel,,Sports,both,,
es,1340.0,"bathroom, bath, swim",el baño,n,(m),KS4,edexcel,,Sports,both,,
es,1380.0,"ruler, rule, regulation",la regla,n,(f),KS4,edexcel,,Sports,both,,
es,1446.0,(to) ride | riding,montar,v,,KS4,edexcel,,Sports,both,,
es,1471.0,football,el fútbol,n,(m),KS4,edexcel,,Sports,both,,
es,1489.0,sport,el deporte,n,(m),KS4,edexcel,,Sports,both,,
es,1517.0,event,el evento,n,(m),KS4,edexcel,,Sports,both,,
es,1519.0,kilometer,el kilómetro,n,(m),KS4,edexcel,,Sports,both,,
es,1595.0,(to) practise | practising,practicar,v,,KS4,edexcel,,Sports,both,,
es,1661.0,accident,el accidente,n,(m),KS4,edexcel,,Sports,both,,
es,1741.0,"(to) go for a walk, ride | going for a walk, riding",pasear,v,,KS4,edexcel,,Sports,both,,
es,1818.0,"tired, tiring",cansado,adj,,KS4,edexcel,,Sports,both,,
es,1839.0,knee,la rodilla,n,(f),KS4,edexcel,,Sports,both,,
es,1883.0,(to) smoke | smoking,fumar,v,,KS4,edexcel,,Sports,both,,
es,1949.0,"happy, content",contento,adj,,KS4,edexcel,,Sports,both,,
